start_lon,start_lat,end_lon,end_lat
-121.7925645,37.313731,-121.7990103,37.3304284
-121.8181792,37.3212081,-121.8028427,37.2998023
-121.7990103,37.3304284,-121.8078329,37.3161696
-121.7933871,37.2972214,-121.8133754,37.3229482
-121.8116865,37.3232305,-121.8229361,37.3192689
-121.8073235,37.3160193,-121.7737706,37.325571
-121.8229361,37.3192689,-121.7852478,37.295811
-121.7746553,37.3255045,-121.7714503,37.3313865
-121.7855773,37.2958667,-121.7965004,37.313153
-121.7714503,37.3313865,-121.8040751,37.312019
-121.8019193,37.3123552,-121.8078346,37.3120763
-121.7993405,37.312736,-121.7669705,37.32696
-121.8078346,37.3120763,-121.8019193,37.3123552
-121.8040751,37.312019,-121.766689,37.3246835
-121.7670134,37.3273067,-121.8027448,37.2998354
-121.766689,37.3246835,-121.7634218,37.3182104
-121.7633663,37.3183448,-121.7873796,37.3248299
-121.7933871,37.2972214,-121.7983112,37.3284036
-121.7856973,37.3248404,-121.8167979,37.3220247
-121.8167979,37.3220247,-121.8236877,37.3237727
-121.7983112,37.3284036,-121.7744037,37.3147335
-121.8228057,37.3243869,-121.815708,37.3121545
-121.7751748,37.3163265,-121.7710302,37.3069574
-121.7707597,37.3073864,-121.7848684,37.295808
-121.8162541,37.312609,-121.7862618,37.3106235
-121.7862618,37.3106235,-121.7756676,37.3130199
-121.7848684,37.295808,-121.814679,37.3111326
-121.7756676,37.3130199,-121.782862,37.33174
-121.8137982,37.3104036,-121.80815,37.3172169
-121.7821582,37.32494,-121.7990103,37.3304284
-121.7990103,37.3304284,-121.7925645,37.313731
-121.80815,37.3172169,-121.8133754,37.3229482
-121.8133754,37.3229482,-121.8031523,37.324669
-121.8031523,37.324669,-121.7990103,37.3304284
-121.7916283,37.3138685,-121.8154451,37.3038618
-121.8154451,37.3038618,-121.8181792,37.3212081
-121.7990103,37.3304284,-121.8028427,37.2998023
-121.8187752,37.3208557,-121.8079536,37.3115513
-121.8028427,37.2998023,-121.7633663,37.3183448
-121.8079536,37.3115513,-121.8025436,37.3123961
-121.8025436,37.3123961,-121.8175925,37.3279035
-121.8175925,37.3279035,-121.7737706,37.325571
-121.7631156,37.3183868,-121.7707597,37.3073864
-121.7707597,37.3073864,-121.7637511,37.2999052
-121.7737706,37.325571,-121.7822321,37.3246595
-121.7829422,37.3248577,-121.7833972,37.3093858
-121.7637511,37.2999052,-121.7983112,37.3284036
-121.7833972,37.3093858,-121.8162541,37.312609
-121.7983112,37.3284036,-121.8184719,37.3145588
-121.815708,37.3121545,-121.8162607,37.3223424
-121.8167979,37.3220247,-121.8106173,37.3274797
-121.8106173,37.3274797,-121.7923513,37.3247986
-121.8178349,37.3138894,-121.8206594,37.3197489
-121.8206594,37.3197489,-121.7924265,37.3151585
-121.7923513,37.3247986,-121.7999019,37.3331077
-121.7924265,37.3151585,-121.782862,37.33174
-121.7821582,37.32494,-121.7714503,37.3313865
-121.7999019,37.3331077,-121.8154451,37.3038618
-121.8154451,37.3038618,-121.8027448,37.2998354
-121.7714503,37.3313865,-121.7925645,37.313731
-121.7916283,37.3138685,-121.80532,37.301542
-121.8027448,37.2998354,-121.7714503,37.3313865
-121.803528,37.3002642,-121.8162541,37.312609
-121.8162541,37.312609,-121.7755859,37.3034551
-121.7725209,37.333744,-121.7852478,37.295811
-121.7755859,37.3034551,-121.7852478,37.295811
-121.7855773,37.2958667,-121.8025251,37.3247372
-121.7852478,37.295811,-121.8181792,37.3212081
-121.8187752,37.3208557,-121.8157409,37.3291264
-121.8157409,37.3291264,-121.8141428,37.310852
-121.815708,37.3121545,-121.8071497,37.3115396
-121.8031523,37.324669,-121.7552418,37.3005622
-121.8071497,37.3115396,-121.782862,37.33174
-121.7551245,37.3004748,-121.7967403,37.3244195
-121.7967403,37.3244195,-121.8154451,37.3038618
-121.782862,37.33174,-121.7873796,37.3248299
-121.7873796,37.3248299,-121.7714503,37.3313865
-121.7714503,37.3313865,-121.7612128,37.3186601
-121.7611695,37.3187002,-121.7781753,37.3060806
-121.8155909,37.3037789,-121.7933871,37.2972214
-121.7781753,37.3060806,-121.7933871,37.2972214
-121.7933871,37.2972214,-121.8141428,37.310852
-121.7933871,37.2972214,-121.8084673,37.3233676
-121.80815,37.3172169,-121.7927307,37.3247963
-121.7927307,37.3247963,-121.7924265,37.3151585
-121.8136372,37.3104313,-121.8163704,37.3125326
-121.8163704,37.3125326,-121.8204065,37.3165919
-121.7926413,37.3156633,-121.7724904,37.3165051
-121.8204065,37.3165919,-121.810795,37.3277781
-121.810795,37.3277781,-121.8053314,37.3244319
-121.7724904,37.3165051,-121.8061684,37.302147
-121.8061684,37.302147,-121.8020018,37.3124814
-121.8054095,37.3244235,-121.7700932,37.3070643
-121.7700932,37.3070643,-121.7637511,37.2999052
-121.8019193,37.3123552,-121.8182252,37.3276627
-121.8181462,37.3275379,-121.8242251,37.3206502
-121.8242251,37.3206502,-121.8105827,37.3274216
-121.8106173,37.3274797,-121.7669705,37.32696
-121.7670134,37.3273067,-121.770598,37.3073447
-121.7641503,37.2998789,-121.7552418,37.3005622
-121.7551245,37.3004748,-121.7852478,37.295811
-121.7855773,37.2958667,-121.7707597,37.3073864
-121.7710302,37.3069574,-121.7923513,37.3247986
-121.7876922,37.3248279,-121.8133754,37.3229482
-121.8133754,37.3229482,-121.8093216,37.3053879
-121.8093216,37.3053879,-121.7779362,37.3059293
-121.7700932,37.3070643,-121.7852478,37.295811
-121.7781753,37.3060806,-121.7612128,37.3186601
-121.7855773,37.2958667,-121.786203,37.31069
-121.7612128,37.3186601,-121.7923513,37.3247986
-121.786203,37.31069,-121.8028427,37.2998023
-121.8028427,37.2998023,-121.7812993,37.3155799
-121.7923513,37.3247986,-121.8106173,37.3274797
-121.8105827,37.3274216,-121.8182252,37.3276627
-121.7915581,37.3140677,-121.7552418,37.3005622
-121.8182252,37.3276627,-121.7812993,37.3155799
-121.7915581,37.3140677,-121.770598,37.3073447
-121.7551245,37.3004748,-121.8178349,37.3138894
-121.770598,37.3073447,-121.7700932,37.3070643
-121.8163704,37.3125326,-121.8229361,37.3192689
-121.767252,37.3074348,-121.7756676,37.3130199
-121.7756676,37.3130199,-121.814679,37.3111326
-121.8137982,37.3104036,-121.815708,37.3121545
-121.815708,37.3121545,-121.8178349,37.3138894
-121.8229361,37.3192689,-121.7608046,37.3190393
-121.8184719,37.3145588,-121.7848684,37.295808
-121.7608046,37.3190393,-121.7641503,37.2998789
-121.7637511,37.2999052,-121.8167979,37.3220247
-121.7848684,37.295808,-121.7917336,37.3140403
-121.7917336,37.3140403,-121.8206594,37.3197489
-121.8206594,37.3197489,-121.8249521,37.3213989
-121.8167979,37.3220247,-121.8027448,37.2998354
-121.8249521,37.3213989,-121.8093216,37.3053879
-121.8035014,37.3003758,-121.7552418,37.3005622
-121.7551245,37.3004748,-121.7669705,37.32696
-121.7670134,37.3273067,-121.7619597,37.3205739
-121.8097641,37.3057218,-121.7999019,37.3331077
-121.7999019,37.3331077,-121.772949,37.3125373
-121.7619597,37.3205739,-121.7927307,37.3247963
-121.7923513,37.3247986,-121.8182252,37.3276627
-121.7756676,37.3130199,-121.7781753,37.3060806
-121.8181462,37.3275379,-121.800715,37.3354787
-121.7779362,37.3059293,-121.7916682,37.3373958
-121.800715,37.3354787,-121.8025436,37.3123961
-121.7917385,37.337581,-121.7852478,37.295811
-121.7855773,37.2958667,-121.7923513,37.3247986
-121.8022813,37.312851,-121.7822321,37.3246595
-121.7822321,37.3246595,-121.7933871,37.2972214
-121.7940632,37.2973016,-121.7777952,37.3059971
-121.7777952,37.3059971,-121.8236877,37.3237727
-121.7923513,37.3247986,-121.7976526,37.326678
-121.7976526,37.326678,-121.7606995,37.3189376
-121.7606995,37.3189376,-121.7552418,37.3005622
-121.7551245,37.3004748,-121.8025436,37.3123961
-121.8022813,37.312851,-121.7923513,37.3247986
-121.7923513,37.3247986,-121.7848684,37.295808
-121.8238306,37.3239041,-121.7714503,37.3313865
-121.7714503,37.3313865,-121.7998351,37.3250297
-121.7998351,37.3250297,-121.7990103,37.3304284
-121.7987978,37.330454,-121.8187752,37.3208557
-121.8187752,37.3208557,-121.8158247,37.3226046
-121.7848684,37.295808,-121.7665802,37.317853
-121.8158247,37.3226046,-121.8229361,37.3192689
-121.8229361,37.3192689,-121.8178349,37.3138894
-121.7665802,37.317853,-121.770598,37.3073447
-121.8184719,37.3145588,-121.7665802,37.317853
-121.7700932,37.3070643,-121.7998351,37.3250297
-121.7998351,37.3250297,-121.770598,37.3073447
-121.7665802,37.317853,-121.7852478,37.295811
-121.7700932,37.3070643,-121.8020018,37.3124814
-121.7855773,37.2958667,-121.7742751,37.3144678
-121.8020018,37.3124814,-121.8154451,37.3038618
-121.8155909,37.3037789,-121.8028427,37.2998023
-121.8028427,37.2998023,-121.7822321,37.3246595
-121.7822321,37.3246595,-121.7668508,37.3246671
-121.7742077,37.3143285,-121.7990103,37.3304284
-121.7668584,37.3247919,-121.7756676,37.3130199
-121.7990103,37.3304284,-121.7756676,37.3130199
-121.7756676,37.3130199,-121.8040751,37.312019
-121.7756676,37.3130199,-121.7707597,37.3073864
-121.7710302,37.3069574,-121.7622566,37.3209594
-121.7622566,37.3209594,-121.7641503,37.2998789
-121.7637511,37.2999052,-121.7990103,37.3304284
-121.8040751,37.312019,-121.8081362,37.3169495
-121.8081362,37.3169495,-121.8027448,37.2998354
-121.8028427,37.2998023,-121.7990103,37.3304284
-121.7990103,37.3304284,-121.7552418,37.3005622
-121.7552418,37.3005622,-121.7916682,37.3373958
-121.7990103,37.3304284,-121.7720262,37.3169278
-121.7720262,37.3169278,-121.7848684,37.295808
