start_lon,start_lat,end_lon,end_lat
-121.5761293,37.0220006,-121.5996873,37.0132326
-121.5737436,37.0053117,-121.6076867,37.033059
-121.6076867,37.033059,-121.5603133,37.0096089
-121.6354157,37.0134824,-121.5614677,37.0015521
-121.5614677,37.0015521,-121.5862351,37.0233999
-121.5862351,37.0233999,-121.5996873,37.0132326
-121.5583964,37.0075508,-121.5868091,37.0081183
-121.5996873,37.0132326,-121.6076867,37.033059
-121.5867495,37.0103742,-121.5614677,37.0015521
-121.6076867,37.033059,-121.5797005,37.0289353
-121.5801316,37.0297725,-121.5780394,37.0257096
-121.5614677,37.0015521,-121.5816815,37.0134527
-121.5780394,37.0257096,-121.6236536,37.0256805
-121.5811738,37.0134485,-121.5862351,37.0233999
-121.6236536,37.0256805,-121.5818666,37.0029853
-121.5862351,37.0233999,-121.5811738,37.0134485
-121.5816815,37.0134527,-121.5614677,37.0015521
-121.5819186,37.0002953,-121.5737436,37.0053117
-121.5737436,37.0053117,-121.6076867,37.033059
-121.5614677,37.0015521,-121.5862351,37.0233999
-121.5862351,37.0233999,-121.60884,37.0204582
-121.60884,37.0204582,-121.5656805,37.0003423
-121.6122857,37.0318885,-121.5816747,37.0256988
-121.5816747,37.0256988,-121.5819186,37.0002953
-121.5845713,36.9993843,-121.5801316,37.0297725
-121.5797005,37.0289353,-121.6122857,37.0318885
-121.5658648,37.0007418,-121.5818666,37.0029853
-121.5816266,37.0030539,-121.5867205,37.0047419
-121.5866759,37.0030416,-121.5673857,37.0222038
-121.5673857,37.0222038,-121.5862351,37.0233999
-121.5862351,37.0233999,-121.5866759,37.0030416
-121.5866759,37.0030416,-121.5673857,37.0222038
-121.6122857,37.0318885,-121.60884,37.0204582
-121.5673857,37.0222038,-121.5862351,37.0233999
-121.6236536,37.0256805,-121.5780394,37.0257096
-121.5862351,37.0233999,-121.5819186,37.0002953
-121.5845713,36.9993843,-121.5737436,37.0053117
-121.5737436,37.0053117,-121.5862351,37.0233999
-121.5776181,37.0248915,-121.5737436,37.0053117
-121.5739071,37.0052649,-121.5702154,36.9990067
-121.5681463,36.9996128,-121.5845713,36.9993843
-121.5862351,37.0233999,-121.5996873,37.0132326
-121.5845713,36.9993843,-121.5776181,37.0248915
-121.5761293,37.0220006,-121.5824985,37.0343689
-121.5996873,37.0132326,-121.5770905,37.0043532
-121.5739071,37.0052649,-121.5868091,37.0081183
-121.5868016,37.0078352,-121.5996873,37.0132326
-121.5996873,37.0132326,-121.5824985,37.0343689
-121.5824985,37.0343689,-121.5772362,37.0194249
-121.5772362,37.0194249,-121.60884,37.0204582
-121.5824985,37.0343689,-121.5731804,36.9913349
-121.5731804,36.9913349,-121.5827299,37.0348181
-121.6236536,37.0256805,-121.5656805,37.0003423
-121.5656805,37.0003423,-121.5797005,37.0289353
-121.5827299,37.0348181,-121.5614677,37.0015521
-121.5797005,37.0289353,-121.5723818,37.0146524
-121.5723818,37.0146524,-121.5981474,37.0280094
-121.5981474,37.0280094,-121.5780394,37.0257096
-121.5776181,37.0248915,-121.6076867,37.033059
-121.5614677,37.0015521,-121.5865584,37.0234199
-121.5865584,37.0234199,-121.5737686,36.9972122
-121.5737686,36.9972122,-121.5818666,37.0029853
-121.5816266,37.0030539,-121.5770905,37.0043532
-121.5770905,37.0043532,-121.5673857,37.0222038
-121.5673223,37.0220496,-121.5981474,37.0280094
-121.5981474,37.0280094,-121.5816747,37.0256988
-121.5816747,37.0256988,-121.5754875,37.0207542
-121.5754875,37.0207542,-121.5816747,37.0256988
