start_lon,start_lat,end_lon,end_lat
-121.8654964,37.3864331,-121.8556917,37.3528402
-121.8957278,37.3782587,-121.8808923,37.3820195
-121.8556917,37.3528402,-121.8481911,37.3451308
-121.8816271,37.3827065,-121.874072,37.3862216
-121.874072,37.3862216,-121.8466355,37.3677469
-121.8466355,37.3677469,-121.8609069,37.3503465
-121.8609069,37.3503465,-121.8556917,37.3528402
-121.848453,37.3453979,-121.8386101,37.3533092
-121.8381837,37.3528669,-121.8412945,37.3561549
-121.8555512,37.3528998,-121.8553007,37.3703698
-121.8412945,37.3561549,-121.8481911,37.3451308
-121.8553007,37.3703698,-121.8709321,37.3761125
-121.8481911,37.3451308,-121.8654022,37.3627646
-121.8709321,37.3761125,-121.8818531,37.3831109
-121.8785202,37.3800146,-121.897076,37.4044831
-121.897076,37.4044831,-121.9027598,37.4017569
-121.8654022,37.3627646,-121.8609069,37.3503465
-121.8609069,37.3503465,-121.8424024,37.359163
-121.8424024,37.359163,-121.8537303,37.3689958
-121.8537303,37.3689958,-121.8654022,37.3627646
-121.9027598,37.4017569,-121.8697827,37.3666129
-121.8654022,37.3627646,-121.8481911,37.3451308
-121.8697827,37.3666129,-121.8424024,37.359163
-121.8481911,37.3451308,-121.8955357,37.3798626
-121.8955485,37.37826,-121.9015194,37.3936131
-121.8424024,37.359163,-121.8407276,37.3555621
-121.8407276,37.3555621,-121.8895608,37.3851408
-121.8895608,37.3851408,-121.8633077,37.3709682
-121.8633077,37.3709682,-121.88774,37.3894426
-121.9014336,37.3933323,-121.8830619,37.4040451
-121.8830619,37.4040451,-121.9006864,37.3908869
-121.9007354,37.3910473,-121.8786268,37.3799017
-121.88774,37.3894426,-121.8459559,37.3608871
-121.8785202,37.3800146,-121.9026524,37.3991878
-121.8459559,37.3608871,-121.8816271,37.3827065
-121.9021518,37.3967535,-121.9026524,37.3991878
-121.9026524,37.3991878,-121.9026214,37.3818264
-121.9026214,37.3818264,-121.8903297,37.3848569
-121.8907044,37.3847174,-121.857248,37.3603926
-121.8576504,37.3601242,-121.8466355,37.3677469
-121.8466355,37.3677469,-121.8381837,37.3528669
-121.8816271,37.3827065,-121.8738892,37.3747067
-121.8765903,37.3777402,-121.8609069,37.3503465
-121.8384596,37.3525119,-121.8424024,37.359163
-121.8424024,37.359163,-121.8466355,37.3677469
-121.8466355,37.3677469,-121.871684,37.3654055
-121.8600096,37.3506843,-121.88774,37.3894426
-121.8718252,37.3653144,-121.878059,37.3899391
-121.88774,37.3894426,-121.8633077,37.3709682
-121.8587933,37.36685,-121.8549172,37.3622053
-121.878059,37.3899391,-121.9028429,37.4037428
-121.8549172,37.3622053,-121.8944976,37.3741736
-121.9028429,37.4037428,-121.8672533,37.3797618
-121.8943682,37.373844,-121.9028205,37.4032079
-121.8657115,37.3791842,-121.8907044,37.3847174
-121.8903297,37.3848569,-121.8943682,37.373844
-121.8943682,37.373844,-121.8738344,37.386
-121.9027598,37.4017569,-121.8679231,37.3790584
-121.874072,37.3862216,-121.8549172,37.3622053
-121.8679231,37.3790584,-121.8918869,37.4109064
-121.8549172,37.3622053,-121.8481911,37.3451308
-121.8481911,37.3451308,-121.8494296,37.3656746
-121.8916614,37.4109693,-121.8944976,37.3741736
-121.8948923,37.3751789,-121.8933724,37.3711863
-121.8494296,37.3656746,-121.8497469,37.3467175
-121.8497469,37.3467175,-121.8466355,37.3677469
-121.8484969,37.3664764,-121.8431473,37.3588113
-121.8935413,37.3716493,-121.8922642,37.3680909
-121.8431473,37.3588113,-121.8811082,37.402547
-121.8773854,37.4001621,-121.8917828,37.4033681
-121.8922642,37.3680909,-121.890909,37.3975516
-121.8917828,37.4033681,-121.8957278,37.3782587
-121.8957278,37.3782587,-121.8679231,37.3790584
-121.8679231,37.3790584,-121.8955165,37.3822988
-121.8955165,37.3822988,-121.8808923,37.3820195
-121.8816271,37.3827065,-121.8485382,37.3590986
-121.890909,37.3975516,-121.894104,37.3717061
-121.8459559,37.3608871,-121.8609069,37.3503465
-121.894104,37.3717061,-121.8765903,37.3777402
-121.8609069,37.3503465,-121.8459559,37.3608871
-121.8765903,37.3777402,-121.8587933,37.36685
-121.8587933,37.36685,-121.9028429,37.4037428
-121.8485382,37.3590986,-121.8957278,37.3782587
-121.8959023,37.3822827,-121.8481911,37.3451308
-121.9028429,37.4037428,-121.8672533,37.3797618
-121.8672533,37.3797618,-121.9028429,37.4037428
-121.9028429,37.4037428,-121.872838,37.3850604
-121.8481911,37.3451308,-121.8577575,37.3602409
-121.8729925,37.3850392,-121.9026646,37.399481
-121.8577575,37.3602409,-121.8537303,37.3689958
-121.8503406,37.3656146,-121.9028429,37.4037428
-121.9026524,37.3991878,-121.8755523,37.3939607
-121.8755523,37.3939607,-121.8956482,37.4065152
-121.902295,37.4041816,-121.9026524,37.3991878
-121.9026646,37.399481,-121.8549172,37.3622053
-121.8548833,37.3621768,-121.8549172,37.3622053
-121.8549172,37.3622053,-121.8503406,37.3656146
-121.8956482,37.4065152,-121.8870803,37.3886656
-121.88774,37.3894426,-121.8955165,37.3822988
-121.8501278,37.3653959,-121.872838,37.3850604
-121.872591,37.3848428,-121.8932812,37.3709362
-121.8933724,37.3711863,-121.8712817,37.375741
-121.8712817,37.375741,-121.9026646,37.399481
-121.8955165,37.3822988,-121.8632056,37.3708791
-121.8632056,37.3708791,-121.8911478,37.4014155
-121.9026524,37.3991878,-121.8773854,37.4001621
-121.8811082,37.402547,-121.8752022,37.3942088
-121.8732556,37.3955416,-121.8654964,37.3864331
-121.8654964,37.3864331,-121.8679231,37.3790584
-121.8911478,37.4014155,-121.8672533,37.3797618
-121.8679231,37.3790584,-121.891028,37.3970642
-121.8672533,37.3797618,-121.8907044,37.3847174
-121.8909998,37.3966966,-121.9026524,37.3991878
-121.8907044,37.3847174,-121.8465677,37.3571671
-121.9021518,37.3967535,-121.8762279,37.3936963
-121.8467853,37.3569076,-121.8853617,37.3866683
-121.8768675,37.3931414,-121.8911239,37.4089363
-121.8844059,37.3856118,-121.9026646,37.399481
-121.891007,37.4088804,-121.8800503,37.412067
-121.8830119,37.4135018,-121.8773854,37.4001621
-121.9026646,37.399481,-121.8844059,37.3856118
-121.8853617,37.3866683,-121.8712817,37.375741
-121.8760592,37.3993024,-121.8911239,37.4089363
-121.8716774,37.3753205,-121.8466355,37.3677469
-121.8911239,37.4089363,-121.8768675,37.3931414
-121.8762279,37.3936963,-121.8808923,37.3820195
-121.8816271,37.3827065,-121.8485382,37.3590986
-121.8466355,37.3677469,-121.8679231,37.3790584
-121.8679231,37.3790584,-121.872838,37.3850604
-121.8485382,37.3590986,-121.8466355,37.3677469
-121.8729925,37.3850392,-121.8957278,37.3782587
-121.8466355,37.3677469,-121.8500732,37.355509
-121.8500732,37.355509,-121.8679231,37.3790584
-121.8955485,37.37826,-121.8548833,37.3621768
-121.8679231,37.3790584,-121.8811082,37.402547
-121.8549172,37.3622053,-121.8671637,37.3532378
-121.8671637,37.3532378,-121.8853617,37.3866683
-121.8811082,37.402547,-121.8679231,37.3790584
-121.8679231,37.3790584,-121.9027598,37.4017569
-121.8853617,37.3866683,-121.8548833,37.3621768
-121.8553106,37.3619006,-121.872838,37.3850604
-121.9027598,37.4017569,-121.8844059,37.3856118
-121.8853617,37.3866683,-121.8671637,37.3532378
-121.8685071,37.3561481,-121.8466355,37.3677469
-121.8466355,37.3677469,-121.874072,37.3862216
-121.872838,37.3850604,-121.8609069,37.3503465
-121.8738344,37.386,-121.9015194,37.3936131
-121.8609069,37.3503465,-121.8816271,37.3827065
-121.9015194,37.3936131,-121.8481911,37.3451308
-121.8816271,37.3827065,-121.8500732,37.355509
-121.8516723,37.3547472,-121.8459559,37.3608871
-121.8485382,37.3590986,-121.8957278,37.3782587
-121.8957278,37.3782587,-121.8720538,37.3746644
-121.8481911,37.3451308,-121.8466355,37.3677469
-121.8466355,37.3677469,-121.8671637,37.3532378
-121.8725266,37.3741904,-121.8435089,37.3586407
-121.8671637,37.3532378,-121.8920274,37.3668082
-121.8438198,37.3589498,-121.8911239,37.4089363
-121.8920274,37.3668082,-121.8654964,37.3864331
-121.8628786,37.3848433,-121.8466355,37.3677469
-121.8466355,37.3677469,-121.8497469,37.3467175
-121.8911239,37.4089363,-121.9001078,37.382374
-121.848453,37.3453979,-121.8767601,37.3779309
-121.9001078,37.382374,-121.8911239,37.4089363
-121.8767601,37.3779309,-121.8731189,37.3738484
-121.8911239,37.4089363,-121.9027598,37.4017569
-121.9027598,37.4017569,-121.8709321,37.3761125
-121.8709321,37.3761125,-121.8646692,37.382724
-121.8653712,37.3819797,-121.8860821,37.4125462
-121.8731189,37.3738484,-121.8497469,37.3467175
-121.8497469,37.3467175,-121.8907044,37.3847174
-121.8860821,37.4125462,-121.8662934,37.3791604
-121.8662934,37.3791604,-121.8920547,37.3670041
-121.8920547,37.3670041,-121.8381837,37.3528669
-121.8381837,37.3528669,-121.8830619,37.4040451
-121.8907044,37.3847174,-121.8465677,37.3571671
-121.8465677,37.3571671,-121.8955165,37.3822988
-121.8952287,37.3826328,-121.8555741,37.3527344
-121.8568994,37.3521889,-121.878059,37.3899391
-121.8784818,37.3903333,-121.8503406,37.3656146
-121.8537303,37.3689958,-121.8458495,37.3609676
-121.8830619,37.4040451,-121.878059,37.3899391
-121.8784818,37.3903333,-121.8555741,37.3527344
-121.855328,37.3525092,-121.8609069,37.3503465
-121.8609069,37.3503465,-121.8697827,37.3666129
-121.8697827,37.3666129,-121.9026524,37.3991878
-121.9026524,37.3991878,-121.8732556,37.3955416
