start_lon,start_lat,end_lon,end_lat
-122.0079514,37.366692,-122.0080976,37.3883049
-122.0089793,37.3883492,-122.0000445,37.3885023
-122.0000445,37.3885023,-122.0182563,37.3816627
-122.0179242,37.3815897,-122.0270897,37.3636318
-122.0270897,37.3636318,-121.9996747,37.3668176
-121.9996747,37.3668176,-122.0019105,37.3741075
-121.9991708,37.3739027,-122.0182563,37.3816627
-122.0182563,37.3816627,-122.0090803,37.3824095
-122.0090803,37.3824095,-122.0049869,37.3521193
-122.0049869,37.3521193,-121.9971194,37.3524474
-121.9971194,37.3524474,-122.0257989,37.3759407
-122.0049869,37.3521193,-121.9970745,37.3522076
-121.9970745,37.3522076,-122.0257989,37.3759407
-122.0257989,37.3759407,-122.0173135,37.3850206
-122.0257989,37.3759407,-122.0154206,37.3878088
-122.0154206,37.3878088,-121.9985896,37.3668387
-122.0173816,37.3848143,-122.0010006,37.3521742
-121.9996451,37.3521942,-122.0133722,37.3527344
-122.0133722,37.3527344,-121.9972141,37.3668341
-121.9996747,37.3668176,-121.9959707,37.3584241
-121.9959707,37.3584241,-122.0150834,37.3888129
-121.9972141,37.3668341,-121.9981619,37.3524188
-121.9981619,37.3524188,-122.0090803,37.3824095
-122.0072093,37.382399,-121.9991708,37.3739027
-121.9978516,37.373916,-122.0141601,37.3541962
-122.0154206,37.3878088,-122.0000445,37.3885023
-122.0000445,37.3885023,-122.0220184,37.3592066
-122.0141601,37.3541962,-122.0049869,37.3521193
-122.0049869,37.3521193,-122.0224646,37.369336
-122.0229937,37.3677641,-122.0257989,37.3759407
-122.0257989,37.3759407,-122.0118189,37.3809747
-122.0220184,37.3592066,-121.9985896,37.3668387
-121.9985896,37.3668387,-122.0154206,37.3878088
-122.0073421,37.3809159,-121.9985896,37.3668387
-121.9996747,37.3668176,-122.0010006,37.3521742
-122.0010006,37.3521742,-122.0039485,37.3884122
-122.00306,37.3884303,-122.0173816,37.3848143
-122.0154206,37.3878088,-121.996394,37.3706093
-121.996394,37.3706093,-122.0179447,37.3855366
-122.0184119,37.3816969,-122.0030319,37.3912548
-122.0030319,37.3912548,-122.013285,37.3666221
-122.0175257,37.3853985,-122.0215618,37.3867288
-122.0215618,37.3867288,-122.0229937,37.3677641
-122.0231474,37.3673075,-122.0224646,37.369336
-122.0229937,37.3677641,-122.0093097,37.3883658
-122.013285,37.3666221,-122.0224646,37.369336
-122.0089793,37.3883492,-122.0257989,37.3759407
-122.0224646,37.369336,-122.0090803,37.3824095
-122.0090803,37.3824095,-121.9967601,37.3869186
-122.0257989,37.3759407,-122.0165821,37.354909
-121.9979401,37.3868744,-121.9965535,37.3738641
-121.9965535,37.3738641,-121.9981619,37.3524188
-121.9971194,37.3524474,-122.0078581,37.3521205
-122.0165821,37.354909,-122.0215618,37.3867288
-122.0074229,37.3521203,-122.0175257,37.3853985
-122.0215618,37.3867288,-121.9981619,37.3524188
-122.0179447,37.3855366,-121.9973979,37.3668563
-121.9972141,37.3668341,-122.0041842,37.388406
-121.9971194,37.3524474,-122.0133722,37.3527344
-122.0041842,37.388406,-122.0031511,37.3523009
-122.0133722,37.3527344,-121.9958136,37.3576418
-122.0010032,37.3523412,-122.0222286,37.3593812
-122.0220184,37.3592066,-122.0150834,37.3888129
-121.9958136,37.3576418,-122.0000445,37.3885023
-122.0150834,37.3888129,-122.0245283,37.3877066
-122.0000445,37.3885023,-122.0304049,37.3661593
-122.0245283,37.3877066,-122.014182,37.3624666
-122.0050534,37.3617516,-122.0010032,37.3523412
-122.0031511,37.3523009,-121.9959653,37.3587355
-121.9959707,37.3584241,-122.0041842,37.388406
-122.0039485,37.3884122,-122.0245283,37.3877066
-122.0239095,37.3875026,-122.0250454,37.375552
-122.0257989,37.3759407,-121.9985896,37.3668387
-121.9996747,37.3668176,-121.9957597,37.3535076
-121.9957597,37.3535076,-122.0257989,37.3759407
-122.0304049,37.3661593,-121.9973979,37.3668563
-121.9973979,37.3668563,-122.0175257,37.3853985
-122.0250454,37.375552,-122.0215618,37.3867288
-122.0239095,37.3875026,-122.0165821,37.354909
-122.0163927,37.354753,-122.0222286,37.3593812
-122.0220184,37.3592066,-122.0150828,37.3710786
-122.0150828,37.3710786,-122.0220184,37.3592066
-122.0175257,37.3853985,-122.0072017,37.38322
-122.0220184,37.3592066,-121.9978516,37.373916
-122.0071978,37.383647,-122.0141593,37.3538918
-121.9991708,37.3739027,-121.9968787,37.3667938
-121.9972141,37.3668341,-122.0133722,37.3527344
